customer_id,first_purchase_date,last_purchase_date,frequency_orders,monetary_value_gbp,average_order_value_gbp,median_order_value_gbp,total_units,average_distinct_products_per_order,active_months,primary_country,recency_days,tenure_days,average_days_between_orders,cancellation_orders,refund_value_gbp,cancellation_rate,snapshot_date,r_score,f_score,m_score,rfm_code,rfm_score,segment
12366,2010-03-16 10:28:00,2010-03-16 10:28:00,1,500.24,500.24,500.24,296.0,3.0,1,Cyprus,634,1,634.0,0.0,0.0,0.0,2011-12-10 00:00:00,1,1,2,112,1.33,Hibernating
12367,2011-12-05 16:48:00,2011-12-05 16:48:00,1,150.9,150.9,150.9,172.0,10.0,1,Denmark,5,1,5.0,0.0,0.0,0.0,2011-12-10 00:00:00,5,1,1,511,2.33,New or Promising
12368,2010-03-21 15:56:00,2010-03-21 15:56:00,1,917.7,917.7,917.7,330.0,18.0,1,Cyprus,629,1,629.0,0.0,0.0,0.0,2011-12-10 00:00:00,1,1,3,113,1.67,Hibernating
12369,2010-03-08 08:09:00,2010-10-22 13:13:00,3,1511.1499999999999,503.71666666666664,308.32,1234.0,30.0,3,Austria,414,229,114.10555555555557,0.0,0.0,0.0,2011-12-10 00:00:00,1,3,4,134,2.67,At Risk
12370,2010-02-09 09:41:00,2011-10-19 14:51:00,7,3956.5599999999995,565.222857142857,402.96,2595.0,28.142857142857142,5,Austria,52,618,102.86921296296298,0.0,0.0,0.0,2011-12-10 00:00:00,4,4,5,445,4.33,Champions
12371,2010-03-04 18:23:00,2011-10-11 10:43:00,4,3347.38,836.845,789.27,1418.0,40.75,3,Switzerland,60,587,195.22685185185188,0.0,0.0,0.0,2011-12-10 00:00:00,3,3,5,335,3.67,Loyal Customers
12372,2011-02-16 12:46:00,2011-09-29 12:12:00,3,1196.04,398.68,363.22,788.0,16.333333333333332,3,Denmark,72,226,112.48819444444445,0.0,0.0,0.0,2011-12-10 00:00:00,3,3,3,333,3.0,Loyal Customers
12373,2010-02-04 12:08:00,2011-02-01 13:10:00,3,927.65,309.21666666666664,324.6,511.0,16.0,3,Austria,312,363,181.02152777777778,0.0,0.0,0.0,2011-12-10 00:00:00,2,3,3,233,2.67,At Risk
12374,2010-04-30 14:01:00,2011-11-14 15:37:00,3,2669.22,889.7399999999999,657.75,1354.0,27.0,3,Austria,26,564,281.5333333333333,0.0,0.0,0.0,2011-12-10 00:00:00,4,3,4,434,3.67,Loyal Customers
12375,2011-09-02 14:23:00,2011-11-29 10:36:00,2,377.5,188.75,188.75,176.0,7.5,2,Finland,11,89,87.84236111111112,1.0,2.08,0.3333333333333333,2011-12-10 00:00:00,5,2,2,522,3.0,New or Promising
12376,2010-10-18 08:42:00,2010-11-15 12:15:00,2,383.15000000000003,191.57500000000002,191.57500000000002,237.0,5.5,2,Switzerland,390,29,28.147916666666667,0.0,0.0,0.0,2011-12-10 00:00:00,2,2,2,222,2.0,Hibernating
12377,2010-04-29 15:34:00,2011-01-28 15:45:00,4,3266.32,816.58,774.06,2101.0,37.5,4,Switzerland,316,275,91.33587962962963,0.0,0.0,0.0,2011-12-10 00:00:00,2,3,5,235,3.33,At Risk
12378,2010-05-26 14:07:00,2011-08-02 10:34:00,2,5416.32,2708.16,2708.16,3316.0,150.5,2,Switzerland,130,434,432.8520833333333,0.0,0.0,0.0,2011-12-10 00:00:00,3,2,5,325,3.33,Potential Loyalists
12379,2010-06-23 12:49:00,2011-09-19 10:09:00,4,1470.22,367.555,366.45,805.0,19.25,4,Belgium,82,454,150.96296296296296,1.0,1.95,0.2,2011-12-10 00:00:00,3,3,4,334,3.33,Loyal Customers
12380,2010-02-15 12:05:00,2011-11-18 11:27:00,8,7210.65,901.33125,761.395,3314.0,33.375,7,Belgium,22,642,91.56765873015874,4.0,1788.3000000000002,0.3333333333333333,2011-12-10 00:00:00,4,4,5,445,4.33,Champions
12381,2011-08-12 09:57:00,2011-12-05 12:44:00,3,1474.81,491.6033333333333,339.06,797.0,27.333333333333332,3,Norway,5,116,57.55798611111111,1.0,41.35,0.25,2011-12-10 00:00:00,5,3,4,534,4.0,Loyal Customers
12383,2010-12-22 14:28:00,2011-06-08 08:02:00,5,1628.56,325.712,285.07,1518.0,18.8,5,Belgium,185,169,41.93298611111111,1.0,11.25,0.16666666666666666,2011-12-10 00:00:00,3,4,4,344,3.67,Loyal Customers
12384,2011-08-10 11:23:00,2011-11-11 08:39:00,2,425.27,212.635,212.635,122.0,12.5,2,Switzerland,29,94,92.88611111111112,1.0,19.11,0.3333333333333333,2011-12-10 00:00:00,4,2,2,422,2.67,New or Promising
12385,2010-11-25 15:14:00,2010-11-25 15:14:00,1,1668.4,1668.4,1668.4,594.0,64.0,1,Belgium,380,1,380.0,1.0,15.0,0.5,2011-12-10 00:00:00,2,1,4,214,2.33,Hibernating
12386,2010-12-08 09:53:00,2011-01-06 12:37:00,2,401.9,200.95,200.95,354.0,5.0,2,Australia,338,30,29.113888888888887,0.0,0.0,0.0,2011-12-10 00:00:00,2,2,2,222,2.0,Hibernating
12387,2010-10-20 16:27:00,2010-10-20 16:27:00,1,143.94,143.94,143.94,134.0,9.0,1,Australia,416,1,416.0,0.0,0.0,0.0,2011-12-10 00:00:00,1,1,1,111,1.0,Hibernating
12388,2010-05-06 12:54:00,2011-11-24 12:30:00,8,3901.11,487.63875,446.46000000000004,2001.0,18.25,8,Australia,16,568,80.99761904761905,0.0,0.0,0.0,2011-12-10 00:00:00,5,4,5,545,4.67,Champions
12389,2010-02-22 10:15:00,2010-11-02 11:52:00,3,1433.33,477.77666666666664,398.18,614.0,16.333333333333332,3,Australia,403,254,126.53368055555556,0.0,0.0,0.0,2011-12-10 00:00:00,2,3,4,234,3.0,At Risk
12390,2011-09-21 09:33:00,2011-09-21 09:33:00,1,504.84,504.84,504.84,350.0,31.0,1,Belgium,80,1,80.0,0.0,0.0,0.0,2011-12-10 00:00:00,3,1,2,312,2.0,Potential Loyalists
12391,2010-02-15 10:12:00,2011-11-18 12:07:00,6,2724.84,454.14000000000004,411.32500000000005,1204.0,43.166666666666664,4,Cyprus,22,642,128.2159722222222,1.0,25.6,0.14285714285714285,2011-12-10 00:00:00,4,4,4,444,4.0,Champions
12392,2010-04-27 14:04:00,2010-04-27 14:04:00,1,234.75,234.75,234.75,73.0,7.0,1,Australia,592,1,592.0,0.0,0.0,0.0,2011-12-10 00:00:00,1,1,1,111,1.0,Hibernating
12393,2010-10-07 13:49:00,2011-09-28 15:41:00,6,2399.45,399.9083333333333,442.05,1311.0,17.666666666666668,5,Australia,73,357,71.21555555555555,1.0,22.7,0.14285714285714285,2011-12-10 00:00:00,3,4,4,344,3.67,Loyal Customers
12394,2011-05-06 14:01:00,2011-10-07 08:08:00,2,1080.48,540.24,540.24,808.0,12.5,2,Belgium,64,155,153.7548611111111,0.0,0.0,0.0,2011-12-10 00:00:00,3,2,3,323,2.67,Potential Loyalists
12395,2010-04-16 10:16:00,2011-11-20 15:21:00,15,4241.17,282.74466666666666,235.83,3175.0,15.133333333333333,11,Belgium,20,584,41.65798611111111,3.0,20.349999999999998,0.16666666666666666,2011-12-10 00:00:00,5,5,5,555,5.0,Champions
12396,2010-02-03 13:22:00,2010-02-03 13:22:00,1,931.43,931.43,931.43,591.0,65.0,1,RSA,675,1,675.0,0.0,0.0,0.0,2011-12-10 00:00:00,1,1,3,113,1.67,Hibernating
12397,2011-07-27 14:21:00,2011-11-04 09:52:00,2,2214.8999999999996,1107.4499999999998,1107.4499999999998,1250.0,62.0,2,Belgium,36,101,99.81319444444445,0.0,0.0,0.0,2011-12-10 00:00:00,4,2,4,424,3.33,New or Promising
12398,2011-10-25 10:27:00,2011-10-25 10:27:00,1,1435.66,1435.66,1435.66,1389.0,84.0,1,Switzerland,46,1,46.0,0.0,0.0,0.0,2011-12-10 00:00:00,4,1,4,414,3.0,New or Promising
12399,2010-03-05 08:45:00,2011-08-12 13:15:00,7,1842.3,263.18571428571425,273.05,2190.0,14.714285714285714,7,Belgium,120,526,87.53125,0.0,0.0,0.0,2011-12-10 00:00:00,3,4,4,344,3.67,Loyal Customers
12400,2010-10-21 13:45:00,2010-10-21 13:45:00,1,205.25,205.25,205.25,91.0,11.0,1,Australia,415,1,415.0,0.0,0.0,0.0,2011-12-10 00:00:00,1,1,1,111,1.0,Hibernating
12401,2011-02-09 13:50:00,2011-02-09 13:50:00,1,69.3,69.3,69.3,10.0,4.0,1,Belgium,304,1,304.0,0.0,0.0,0.0,2011-12-10 00:00:00,2,1,1,211,1.33,Hibernating
12402,2010-02-07 12:41:00,2011-01-20 13:49:00,6,1136.9,189.48333333333335,183.3,576.0,10.666666666666666,6,Belgium,324,348,69.40944444444445,1.0,12.75,0.14285714285714285,2011-12-10 00:00:00,2,4,3,243,3.0,At Risk
12403,2010-07-06 11:39:00,2011-10-21 10:51:00,2,947.3600000000001,473.68000000000006,473.68000000000006,256.0,3.5,2,Denmark,50,473,471.96666666666664,1.0,18.0,0.3333333333333333,2011-12-10 00:00:00,4,2,3,423,3.0,New or Promising
12405,2011-07-14 08:52:00,2011-07-14 08:52:00,1,1390.39,1390.39,1390.39,849.0,53.0,1,Finland,149,1,149.0,0.0,0.0,0.0,2011-12-10 00:00:00,3,1,4,314,2.67,Potential Loyalists
12406,2010-01-11 14:04:00,2011-11-17 19:22:00,5,6390.36,1278.072,1345.86,3416.0,33.0,5,Denmark,23,676,168.80520833333333,2.0,318.15,0.2857142857142857,2011-12-10 00:00:00,4,4,5,445,4.33,Champions
12407,2011-03-20 13:21:00,2011-10-21 10:11:00,5,1507.12,301.424,239.66,1403.0,14.4,4,Belgium,50,216,53.717013888888886,0.0,0.0,0.0,2011-12-10 00:00:00,4,4,4,444,4.0,Champions
12408,2010-07-29 13:27:00,2011-11-07 12:27:00,8,3905.77,488.22125,588.23,2200.0,19.0,7,Belgium,33,467,66.56547619047619,6.0,61.13,0.42857142857142855,2011-12-10 00:00:00,4,4,5,445,4.33,Champions
12409,2010-05-23 15:21:00,2011-09-22 10:38:00,7,23419.29,3345.612857142857,4860.64,13143.0,37.714285714285715,6,Switzerland,79,488,81.13391203703704,6.0,328.82,0.46153846153846156,2011-12-10 00:00:00,3,4,5,345,4.0,Loyal Customers
12410,2010-07-25 13:26:00,2011-02-04 10:39:00,3,773.71,257.90333333333336,240.38,335.0,12.666666666666666,2,Switzerland,309,195,96.9420138888889,1.0,12.25,0.25,2011-12-10 00:00:00,2,3,3,233,2.67,At Risk
12411,2010-10-26 09:25:00,2010-10-26 09:25:00,1,346.9,346.9,346.9,138.0,22.0,1,Australia,410,1,410.0,0.0,0.0,0.0,2011-12-10 00:00:00,1,1,2,112,1.33,Hibernating
12412,2010-06-18 13:22:00,2011-09-26 10:16:00,6,2404.93,400.82166666666666,405.07500000000005,1986.0,20.166666666666668,6,Denmark,75,466,92.97416666666666,2.0,15.9,0.25,2011-12-10 00:00:00,3,4,4,344,3.67,Loyal Customers
12413,2010-11-02 13:26:00,2011-10-04 09:00:00,4,871.45,217.8625,180.77499999999998,313.0,12.0,4,France,67,337,111.93842592592591,2.0,63.95,0.3333333333333333,2011-12-10 00:00:00,3,3,3,333,3.0,Loyal Customers
12414,2010-09-02 12:22:00,2011-05-06 14:51:00,4,532.41,133.1025,119.805,489.0,5.5,4,Austria,218,247,82.03449074074074,2.0,260.0,0.3333333333333333,2011-12-10 00:00:00,2,3,2,232,2.33,At Risk
12415,2010-06-30 08:30:00,2011-11-15 14:22:00,24,144033.37,6001.390416666666,1577.37,91443.0,38.416666666666664,14,Australia,25,504,21.880193236714977,5.0,1189.08,0.1724137931034483,2011-12-10 00:00:00,4,5,5,455,4.67,Champions
12416,2010-02-21 10:19:00,2010-02-21 10:19:00,1,202.56,202.56,202.56,132.0,11.0,1,Australia,657,1,657.0,0.0,0.0,0.0,2011-12-10 00:00:00,1,1,1,111,1.0,Hibernating
12417,2009-12-06 10:30:00,2011-12-06 14:52:00,20,5998.41,299.9205,297.1,2835.0,17.5,16,Belgium,4,731,38.43062865497076,7.0,108.69999999999999,0.25925925925925924,2011-12-10 00:00:00,5,5,5,555,5.0,Champions
12418,2010-03-19 14:47:00,2011-08-19 11:08:00,4,2021.2,505.3,504.34000000000003,1088.0,25.5,4,Switzerland,113,519,172.6159722222222,1.0,4.25,0.2,2011-12-10 00:00:00,3,3,4,334,3.33,Loyal Customers
12419,2010-10-22 10:40:00,2010-11-19 10:04:00,2,391.01,195.505,195.505,227.0,11.5,2,Spain,386,29,27.975,0.0,0.0,0.0,2011-12-10 00:00:00,2,2,2,222,2.0,Hibernating
12420,2011-10-07 08:55:00,2011-10-07 08:55:00,1,600.39,600.39,600.39,345.0,29.0,1,Cyprus,64,1,64.0,0.0,0.0,0.0,2011-12-10 00:00:00,3,1,2,312,2.0,Potential Loyalists
12421,2010-07-22 13:57:00,2011-11-24 09:07:00,6,874.6,145.76666666666668,163.12,644.0,9.833333333333334,6,Spain,16,491,97.95972222222223,2.0,5.77,0.25,2011-12-10 00:00:00,5,4,3,543,4.0,Loyal Customers
12422,2009-12-18 12:44:00,2011-09-05 09:48:00,12,3639.35,303.27916666666664,284.31,2579.0,13.5,11,Australia,96,627,56.897979797979794,4.0,1112.45,0.25,2011-12-10 00:00:00,3,5,5,355,4.33,Loyal Customers
12423,2010-08-31 09:31:00,2011-12-09 10:10:00,10,2301.39,230.13899999999998,209.5,1772.0,15.5,10,Belgium,1,466,51.66967592592593,1.0,10.2,0.09090909090909091,2011-12-10 00:00:00,5,5,4,554,4.67,Champions
12424,2010-06-09 15:15:00,2011-06-30 12:06:00,4,3340.0299999999997,835.0074999999999,789.535,2025.0,23.0,3,Australia,163,387,128.62291666666667,3.0,50.25,0.42857142857142855,2011-12-10 00:00:00,3,3,5,335,3.67,Loyal Customers
12425,2010-09-17 14:10:00,2011-09-22 17:31:00,2,1741.41,870.705,870.705,1147.0,45.5,2,Portugal,79,371,370.13958333333335,1.0,60.6,0.3333333333333333,2011-12-10 00:00:00,3,2,4,324,3.0,Potential Loyalists
12426,2010-02-15 08:41:00,2011-05-29 12:26:00,2,1201.21,600.605,600.605,576.0,37.5,2,Germany,195,469,468.15625,1.0,33.800000000000004,0.3333333333333333,2011-12-10 00:00:00,2,2,3,223,2.33,Hibernating
12427,2010-12-03 10:44:00,2011-11-18 08:56:00,3,699.8,233.26666666666665,246.58,526.0,9.333333333333334,3,Germany,22,351,174.9625,2.0,117.43,0.4,2011-12-10 00:00:00,4,3,3,433,3.33,Loyal Customers
12428,2011-03-01 09:33:00,2011-11-14 08:22:00,8,6405.26,800.6575,400.39,3509.0,35.875,5,Finland,26,259,36.85009920634921,3.0,79.26,0.2727272727272727,2011-12-10 00:00:00,4,4,5,445,4.33,Champions
12429,2010-06-11 13:28:00,2011-11-30 17:22:00,8,5842.41,730.30125,899.76,2871.0,18.75,6,Denmark,10,538,76.7375,1.0,50.4,0.1111111111111111,2011-12-10 00:00:00,5,4,5,545,4.67,Champions
12430,2011-10-27 15:09:00,2011-10-27 15:09:00,1,216.4,216.4,216.4,116.0,10.0,1,Norway,44,1,44.0,0.0,0.0,0.0,2011-12-10 00:00:00,4,1,1,411,2.0,New or Promising
12431,2010-01-15 09:04:00,2011-11-04 11:55:00,25,10102.22,404.0888,394.59,4578.0,15.4,16,Australia,36,659,27.421614583333334,6.0,138.56,0.1935483870967742,2011-12-10 00:00:00,4,5,5,455,4.67,Champions
12432,2011-06-20 13:27:00,2011-10-28 11:43:00,4,4359.32,1089.83,716.3299999999999,1800.0,26.75,2,Norway,43,131,43.30925925925926,0.0,0.0,0.0,2011-12-10 00:00:00,4,3,5,435,4.0,Loyal Customers
12433,2010-08-20 09:23:00,2011-12-09 10:02:00,10,16794.14,1679.414,1893.56,13534.0,55.9,8,Norway,1,477,52.89189814814815,1.0,152.4,0.09090909090909091,2011-12-10 00:00:00,5,5,5,555,5.0,Champions
12434,2010-11-23 13:38:00,2011-09-16 12:38:00,3,1103.43,367.81,297.29,532.0,23.333333333333332,3,Australia,85,298,148.47916666666669,2.0,40.95,0.4,2011-12-10 00:00:00,3,3,3,333,3.0,Loyal Customers
12435,2009-12-02 13:58:00,2011-09-21 09:06:00,6,13925.93,2320.9883333333332,2179.58,4958.0,18.666666666666668,6,Denmark,80,659,131.55944444444444,0.0,0.0,0.0,2011-12-10 00:00:00,3,4,5,345,4.0,Loyal Customers
12436,2011-09-01 12:09:00,2011-09-01 12:09:00,1,429.01,429.01,429.01,209.0,15.0,1,Norway,100,1,100.0,0.0,0.0,0.0,2011-12-10 00:00:00,3,1,2,312,2.0,Potential Loyalists
12437,2009-12-02 16:24:00,2011-12-08 11:35:00,38,11282.4,296.90526315789475,229.78,7922.0,13.921052631578947,20,France,2,737,19.88646771771772,8.0,288.55,0.17391304347826086,2011-12-10 00:00:00,5,5,5,555,5.0,Champions
12438,2011-07-22 13:29:00,2011-11-25 13:28:00,2,2466.85,1233.425,1233.425,1169.0,48.0,2,Norway,15,127,125.99930555555555,0.0,0.0,0.0,2011-12-10 00:00:00,5,2,4,524,3.67,New or Promising
12439,2009-12-14 08:40:00,2010-01-26 12:11:00,2,1142.8799999999999,571.4399999999999,571.4399999999999,478.0,35.5,2,Cyprus,683,44,43.14652777777778,1.0,53.7,0.3333333333333333,2011-12-10 00:00:00,1,2,3,123,2.0,Hibernating
12440,2009-12-22 12:03:00,2010-09-03 13:11:00,2,739.2,369.6,369.6,328.0,15.0,2,Austria,463,256,255.04722222222222,1.0,91.05,0.3333333333333333,2011-12-10 00:00:00,1,2,3,123,2.0,Hibernating
12441,2010-12-08 10:45:00,2010-12-08 10:45:00,1,155.55,155.55,155.55,120.0,10.0,1,France,367,1,367.0,0.0,0.0,0.0,2011-12-10 00:00:00,2,1,1,211,1.33,Hibernating
12442,2011-12-06 14:22:00,2011-12-06 14:22:00,1,144.06,144.06,144.06,181.0,11.0,1,Spain,4,1,4.0,0.0,0.0,0.0,2011-12-10 00:00:00,5,1,1,511,2.33,New or Promising
12443,2009-12-07 15:42:00,2009-12-07 15:42:00,1,365.31,365.31,365.31,179.0,20.0,1,Norway,733,1,733.0,0.0,0.0,0.0,2011-12-10 00:00:00,1,1,2,112,1.33,Hibernating
12444,2011-06-21 14:00:00,2011-11-18 13:23:00,5,4085.46,817.092,559.01,1130.0,34.4,5,Norway,22,151,37.49357638888889,0.0,0.0,0.0,2011-12-10 00:00:00,4,4,5,445,4.33,Champions
12445,2010-10-15 12:28:00,2011-11-17 18:43:00,2,378.98,189.49,189.49,204.0,11.5,2,Spain,23,399,398.2604166666667,1.0,8.5,0.3333333333333333,2011-12-10 00:00:00,4,2,2,422,2.67,New or Promising
12446,2011-10-13 12:50:00,2011-10-13 12:50:00,1,1002.31,1002.31,1002.31,351.0,57.0,1,RSA,58,1,58.0,0.0,0.0,0.0,2011-12-10 00:00:00,4,1,3,413,2.67,New or Promising
12447,2011-04-10 13:25:00,2011-04-10 13:25:00,1,431.49,431.49,431.49,187.0,25.0,1,Belgium,244,1,244.0,0.0,0.0,0.0,2011-12-10 00:00:00,2,1,2,212,1.67,Hibernating
12448,2011-10-26 13:46:00,2011-10-26 13:46:00,1,365.45,365.45,365.45,240.0,21.0,1,Spain,45,1,45.0,0.0,0.0,0.0,2011-12-10 00:00:00,4,1,2,412,2.33,New or Promising
12449,2010-09-27 09:37:00,2011-11-17 13:46:00,5,4274.89,854.9780000000001,768.93,2247.0,39.2,5,Belgium,23,417,104.04322916666666,0.0,0.0,0.0,2011-12-10 00:00:00,4,4,5,445,4.33,Champions
12450,2010-08-22 13:11:00,2011-07-06 14:41:00,5,688.2,137.64000000000001,105.6,442.0,7.4,5,Spain,157,319,79.515625,2.0,21.25,0.2857142857142857,2011-12-10 00:00:00,3,4,3,343,3.33,Loyal Customers
12451,2010-06-28 12:58:00,2011-11-29 08:40:00,8,12629.880000000001,1578.7350000000001,1770.29,9358.0,63.75,6,Switzerland,11,520,74.1172619047619,2.0,123.35,0.2,2011-12-10 00:00:00,5,4,5,545,4.67,Champions
12452,2011-11-23 08:05:00,2011-11-23 08:05:00,1,348.57,348.57,348.57,181.0,20.0,1,Switzerland,17,1,17.0,1.0,2.0,0.5,2011-12-10 00:00:00,5,1,2,512,2.67,New or Promising
12453,2011-07-28 14:08:00,2011-07-28 14:08:00,1,707.09,707.09,707.09,473.0,43.0,1,Austria,135,1,135.0,0.0,0.0,0.0,2011-12-10 00:00:00,3,1,3,313,2.33,Potential Loyalists
12454,2010-10-14 17:33:00,2011-10-14 17:13:00,4,16459.78,4114.945,4098.96,7702.0,9.75,3,Spain,57,366,121.66203703703702,4.0,12387.07,0.5,2011-12-10 00:00:00,4,3,5,435,4.0,Loyal Customers
12455,2009-12-18 12:33:00,2011-09-27 15:31:00,9,5722.95,635.8833333333333,468.14,3295.0,24.444444444444443,9,Cyprus,74,649,81.01545138888889,0.0,0.0,0.0,2011-12-10 00:00:00,3,5,5,355,4.33,Loyal Customers
12456,2011-03-30 09:12:00,2011-10-26 14:41:00,3,2581.04,860.3466666666667,780.17,1618.0,40.666666666666664,3,Switzerland,45,211,105.11423611111111,1.0,27.15,0.25,2011-12-10 00:00:00,4,3,4,434,3.67,Loyal Customers
12457,2010-09-30 17:59:00,2011-10-04 13:13:00,7,2555.91,365.13,196.35,1083.0,11.428571428571429,4,Switzerland,67,370,61.46689814814815,6.0,523.6,0.46153846153846156,2011-12-10 00:00:00,3,4,4,344,3.67,Loyal Customers
12458,2010-08-09 10:33:00,2011-09-29 15:25:00,4,1502.49,375.6225,365.70000000000005,979.0,20.0,4,Switzerland,72,417,138.73425925925926,0.0,0.0,0.0,2011-12-10 00:00:00,3,3,4,334,3.33,Loyal Customers
12459,2010-04-13 14:53:00,2010-04-13 14:53:00,1,398.36,398.36,398.36,256.0,22.0,1,Spain,606,1,606.0,0.0,0.0,0.0,2011-12-10 00:00:00,1,1,2,112,1.33,Hibernating
12460,2010-09-09 13:51:00,2010-09-09 13:51:00,1,296.65,296.65,296.65,168.0,17.0,1,Belgium,457,1,457.0,0.0,0.0,0.0,2011-12-10 00:00:00,1,1,2,112,1.33,Hibernating
12461,2011-07-08 10:23:00,2011-07-08 10:23:00,1,626.88,626.88,626.88,282.0,34.0,1,Switzerland,155,1,155.0,0.0,0.0,0.0,2011-12-10 00:00:00,3,1,3,313,2.33,Potential Loyalists
12462,2011-02-09 14:44:00,2011-11-21 09:11:00,2,937.59,468.795,468.795,527.0,30.0,2,Spain,19,286,284.76875,2.0,65.58,0.5,2011-12-10 00:00:00,5,2,3,523,3.33,New or Promising
12463,2011-04-12 12:47:00,2011-10-17 13:44:00,4,1200.78,300.195,308.205,768.0,19.75,4,Belgium,54,189,62.67986111111111,3.0,41.15,0.42857142857142855,2011-12-10 00:00:00,4,3,3,433,3.33,Loyal Customers
